game_title,game_release_date,game_critic_score,game_user_score,video_number,video_total_views,video_total_likes,video_total_dislikes,video_total_favorites,video_total_comments,game_total_critic_reviews,game_total_user_reviews,game_type,game_rating,game_critic_positive_reviews,game_critic_mixed_reviews,game_critic_negative_reviews,game_user_positive_reviews,game_user_mixed_reviews,game_user_negative_reviews,video_average_views
The Bug Butcher,2016-01-19,81,8.2,48,1379935,21701,848,0,6150,20,24,Action,NA,17,3,0,6,1,1,28748.6458333333
Nelly Cootalot: The Fowl Fleet,2016-03-22,81,7.9,45,3516006,84123,1620,0,13997,7,26,Adventure,NA,6,1,0,7,0,0,78133.4666666667
Overcooked,2016-08-03,81,7.6,37,2370690,15875,293,0,4811,15,31,Action,NA,13,2,0,8,0,0,64072.7027027027
Motorsport Manager,2016-11-09,81,8.4,47,866808,14657,265,0,2732,16,43,Action,E10+,14,2,0,8,2,2,18442.7234042553
Redout,2016-09-02,81,8.2,3,40284,377,5,0,37,18,134,General,NA,15,3,0,30,4,4,13428
Atlas Reactor,2016-10-04,81,8.4,32,128078,4446,46,0,1420,12,38,Turn-Based,NA,11,1,0,14,0,0,4002.4375
Leap of Fate,2016-03-30,80,7.4,46,114623,3334,74,0,1007,8,10,Action,NA,7,1,0,0,1,1,2491.80434782609
Tyranny,2016-11-10,80,7.8,37,1594384,15351,518,0,2201,65,347,Role-Playing,NA,53,12,0,50,15,15,43091.4594594595
Oxenfree,2016-01-15,80,7.7,35,308205,6657,155,0,839,49,142,Action Adventure,NA,41,8,0,11,5,5,8805.85714285714
Football Manager 2017,2016-11-04,80,4.5,49,607008,13236,292,0,1678,45,65,Sports,E,36,9,0,6,2,2,12387.9183673469
Cities: Skylines - Natural Disasters,2016-11-29,80,6.5,43,563822,8069,258,0,1933,11,11,Strategy,NA,NA,NA,NA,NA,NA,NA,13112.1395348837
BioShock: The Collection,2016-09-16,80,6.3,38,103084,811,13,0,248,8,70,Action,M,5,3,0,4,0,0,2712.73684210526
Samorost 3,2016-03-24,80,8.1,49,225394,4420,131,0,1330,29,82,Adventure Games,NA,23,6,0,11,1,1,4599.87755102041
Ghost 1.0,2016-06-07,80,7.8,15,1593820,5252,304,0,195,7,14,Action Adventure,NA,6,1,0,1,0,0,106254.666666667
1979 Revolution: Black Friday,2016-04-05,80,7.8,46,2853559,30074,582,0,5439,24,56,Adventure,NA,21,3,0,7,2,2,62033.8913043478
Fractured Space,2016-09-22,79,8.6,50,183449,4320,150,0,808,10,14,Strategy,NA,9,1,0,3,0,0,3668.98
Fallout 4: Far Harbor,2016-05-19,79,6.6,48,820614,25180,351,0,3748,15,198,Role-Playing,M,12,3,0,10,5,5,17096.125
Goetia,2016-04-14,79,7.8,50,232725,6399,91,0,659,7,12,Adventure,NA,5,2,0,2,1,1,4654.5
Dying Light: The Following,2016-02-09,79,8.3,50,6415015,163141,7619,0,17151,33,118,Action Adventure,M,28,5,0,7,5,5,128300.3
Tom Clancy's The Division,2016-03-08,79,5.9,48,193131,5091,68,0,951,33,1208,Action,M,24,9,0,130,59,59,4023.5625
Kelvin and the Infamous Machine,2016-07-21,79,7.9,50,9236239,201047,2857,0,27525,13,8,Adventure,NA,8,5,0,1,0,0,184724.78
Offworld Trading Company,2016-04-28,79,7.3,42,3739493,18593,186,0,5345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89035.5476190476
Pillars of Eternity: The White March - Part 2,2016-02-16,79,7,50,318092,7108,70,0,1453,22,132,Role-Playing,NA,18,4,0,9,1,1,6361.84
Trackmania Turbo,2016-03-24,79,6.8,46,8469577,179338,5959,0,20019,13,43,Racing,E,10,3,0,3,2,2,184121.239130435
Hitman - Episode 3: Marrakesh,2016-05-31,79,5.3,49,1710941,15813,405,0,2992,7,45,Action Adventure,NA,7,0,0,2,2,2,34917.1632653061
Anarcute,2016-07-12,79,7.2,45,145625,7611,91,0,675,7,5,Action,NA,6,1,0,0,2,2,3236.11111111111
Homeworld: Deserts of Kharak,2016-01-20,79,8.1,50,5587,60,1,0,24,52,170,Strategy,E10+,41,11,0,27,12,12,111.74
Hue,2016-08-30,79,7.6,15,710247,3367,103,0,765,8,9,Puzzle,NA,6,2,0,3,0,0,47349.8
Obliteracers,2016-02-23,78,7.4,49,405145,11543,144,0,2391,8,7,Racing,E,5,3,0,3,0,0,8268.26530612245
Shadow Warrior 2,2016-10-13,78,8.3,16,12442,360,11,0,142,61,361,Action,NA,45,16,0,44,13,13,777.625
DeathSmiles,2016-03-10,78,7.4,45,1873137,49016,387,0,11188,10,5,Action,NA,NA,NA,NA,NA,NA,NA,41625.2666666667
The Sims 4: City Living,2016-11-01,78,6.3,50,3796754,51513,700,0,7791,13,41,Simulation,T,9,4,0,3,5,5,75935.08
Stellaris,2016-05-09,78,8,38,389040,8197,165,0,1565,57,580,Strategy,NA,46,10,1,69,29,29,10237.8947368421
Xanadu Next,2016-11-03,78,7.2,50,260108,9113,177,0,1900,16,10,Role-Playing,NA,14,2,0,2,0,0,5202.16
Zero Escape: Zero Time Dilemma,2016-06-29,78,8.6,0,0,0,0,0,0,8,43,Adventure,NA,6,2,0,3,0,0,NaN
"That Dragon, Cancer",2016-01-12,78,5.9,42,355086,3726,62,0,448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8454.42857142857
